"iid","id","gender","idg","condtn","wave","round","position","positin1","order","partner","pid","match","int_corr","samerace","age_o","race_o","pf_o_att","pf_o_sin","pf_o_int","pf_o_fun","pf_o_amb","pf_o_sha","dec_o","attr_o","sinc_o","intel_o","fun_o","amb_o","shar_o","like_o","prob_o","met_o","age","field","field_cd","undergra","mn_sat","tuition","race","imprace","imprelig","from","zipcode","income","goal","date","go_out","career","career_c","sports","tvsports","exercise","dining","museums","art","hiking","gaming","clubbing","reading","tv","theater","movies","concerts","music","shopping","yoga","exphappy","expnum","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","attr4_1","sinc4_1","intel4_1","fun4_1","amb4_1","shar4_1","attr2_1","sinc2_1","intel2_1","fun2_1","amb2_1","shar2_1","attr3_1","sinc3_1","fun3_1","intel3_1","amb3_1","attr5_1","sinc5_1","intel5_1","fun5_1","amb5_1","dec","attr","sinc","intel","fun","amb","shar","like","prob","met","match_es","attr1_s","sinc1_s","intel1_s","fun1_s","amb1_s","shar1_s","attr3_s","sinc3_s","intel3_s","fun3_s","amb3_s","satis_2","length","numdat_2","attr7_2","sinc7_2","intel7_2","fun7_2","amb7_2","shar7_2","attr1_2","sinc1_2","intel1_2","fun1_2","amb1_2","shar1_2","attr4_2","sinc4_2","intel4_2","fun4_2","amb4_2","shar4_2","attr2_2","sinc2_2","intel2_2","fun2_2","amb2_2","shar2_2","attr3_2","sinc3_2","intel3_2","fun3_2","amb3_2","attr5_2","sinc5_2","intel5_2","fun5_2","amb5_2","you_call","them_cal","date_3","numdat_3","num_in_3","attr1_3","sinc1_3","intel1_3","fun1_3","amb1_3","shar1_3","attr7_3","sinc7_3","intel7_3","fun7_3","amb7_3","shar7_3","attr4_3","sinc4_3","intel4_3","fun4_3","amb4_3","shar4_3","attr2_3","sinc2_3","intel2_3","fun2_3","amb2_3","shar2_3","attr3_3","sinc3_3","intel3_3","fun3_3","amb3_3","attr5_3","sinc5_3","intel5_3","fun5_3","amb5_3","zip5","income_2000","census_match","zip_median_income_2021","zip_median_income_2021_moe","zip_gini_2021","zip_gini_2021_moe","zip_population_2021","zip_population_2021_moe","zip5_o","census_match_o","zip_median_income_2021_o","zip_median_income_2021_moe_o","zip_gini_2021_o","zip_gini_2021_moe_o","zip_population_2021_o","zip_population_2021_moe_o","diff_income_2021","abs_diff_income_2021","diff_log_income_2021","diff_gini_2021","abs_diff_gini_2021"
175,2,0,3,1,8,10,10,10,4,2,185,0,0.56,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,3,8,8,4,7,6,2,6,1,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,0,2,7,7,5,7,2,2,7,2,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"08854",TRUE,112980,5892,0.3799,0.0156,60467,91,-41126,41126,-0.452574529383758,0.1317,0.1317
175,2,0,3,1,8,10,10,10,7,3,186,0,0.48,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,1,7,6,6,6,5,7,6,5,2,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,0,2,8,8,7,8,6,4,7,2,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"66610",TRUE,106691,8539,0.4267,0.0405,10886,806,-34837,34837,-0.395300523595754,0.0849,0.0849
175,2,0,3,1,8,10,10,10,10,4,187,0,0.45,0,26,2,16.98,16.98,18.87,16.98,13.21,16.98,0,6,,10,5,,,3,2,2,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,0,4,6,7,7,6,7,4,5,2,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,,FALSE,,,,,,,,,,,
175,2,0,3,1,8,10,10,10,9,5,188,1,0.43,0,21,2,15.56,11.11,22.22,15.56,20,15.56,1,6,5,6,5,5,5,4,2,2,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,1,4,7,7,7,7,7,5,6,2,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"30092",TRUE,66062,2145,0.4968,0.0234,36526,1028,5792,5792,0.0840425875018926,0.0148,0.0148
175,2,0,3,1,8,10,10,10,3,6,189,0,0.1,1,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,6,6,5,5,4,5,6,2,2,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,1,4,7,7,6,6,7,7,7,2,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"11500",FALSE,,,,,,,,,,,
175,2,0,3,1,8,10,10,10,5,7,190,1,0.05,0,25,2,15.56,20,20,20,13.33,11.11,1,9,8,8,9,8,10,7,5,1,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,1,7,8,7,7,5,7,7,7,7,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,,FALSE,,,,,,,,,,,
175,2,0,3,1,8,10,10,10,1,8,191,0,0.65,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,0,5,9,8,7,8,8,5,7,2,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,1,1,7,8,8,8,8,8,8,8,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"06878",TRUE,250001,,0.4653,0.0292,8387,666,-178147,178147,-1.24682863534089,0.0463000000000001,0.0463000000000001
175,2,0,3,1,8,10,10,10,2,9,192,0,0.05,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,0,4,8,7,6,4,5,6,9,2,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,0,1,5,7,8,7,8,7,5,2,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"90210",TRUE,154740,22287,0.6142,0.0226,19627,1220,-82886,82886,-0.76711000660795,-0.1026,0.1026
175,2,0,3,1,8,10,10,10,6,10,193,1,0.39,0,25,4,20.93,16.28,23.26,16.28,11.63,11.63,1,5,8,8,6,8,9,8,8,1,23,"International Affairs",13,"","","",6,5,8,"Ohio","43,220","40,749.00",2,3,1,"Business",7,8,2,6,8,7,7,3,3,6,6,5,6,5,6,9,5,3,7,,12.24,20.41,16.33,14.29,20.41,16.33,10,5,6,7,8,6,22.22,11.11,13.33,20,17.78,15.56,7,10,8,8,9,,,,,,1,4,6,7,6,7,7,4,7,1,,16.67,16.67,16.67,16.67,16.67,16.67,7,7,7,7,7,5,3,1,,,,,,,14.29,16.33,16.33,16.33,18.37,18.37,9,6,6,9,6,7,20.93,13.95,13.95,20.93,13.95,16.28,7,8,7,8,9,,,,,,0,0,0,,,14.29,16.33,16.33,18.37,18.37,16.33,,,,,,,9,7,6,9,7,9,7,9,8,8,9,,7,9,8,9,12,,,,,,"43220",40749,TRUE,71854,7325,0.5116,0.0206,29294,1459,"11419",TRUE,84245,4981,0.4072,0.0221,50107,2236,-12391,12391,-0.159092937776991,0.1044,0.1044
176,3,0,5,1,8,10,7,7,5,1,184,1,0.48,0,34,2,16.67,16.67,16.67,16.67,16.67,16.67,1,10,10,10,7,10,6,9,7,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,1,7,7,8,6,7,5,6,3,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"68005",TRUE,56924,3364,0.4318,0.0229,22266,1029,66531,66531,0.774159672377204,0.0219,0.0219
176,3,0,5,1,8,10,7,7,1,2,185,0,0.16,1,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,3,8,8,4,7,6,2,8,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,0,6,5,6,6,7,4,6,2,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"08854",TRUE,112980,5892,0.3799,0.0156,60467,91,10475,10475,0.088665905301502,0.0738,0.0738
176,3,0,5,1,8,10,7,7,4,3,186,1,0.5,1,24,4,19.44,19.44,22.22,16.67,11.11,11.11,1,8,7,7,6,7,8,7,6,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,1,7,8,7,6,5,6,7,5,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"66610",TRUE,106691,8539,0.4267,0.0405,10886,806,16764,16764,0.145939911089506,0.027,0.027
176,3,0,5,1,8,10,7,7,7,4,187,0,0.44,0,26,2,16.98,16.98,18.87,16.98,13.21,16.98,0,,,,,,,,,,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,0,5,5,5,5,5,5,2,1,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,,FALSE,,,,,,,,,,,
176,3,0,5,1,8,10,7,7,6,5,188,0,0.43,0,21,2,15.56,11.11,22.22,15.56,20,15.56,0,6,5,7,5,5,7,4,2,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,0,7,5,6,8,6,4,4,2,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"30092",TRUE,66062,2145,0.4968,0.0234,36526,1028,57393,57393,0.625283022187153,-0.0431,0.0431
176,3,0,5,1,8,10,7,7,10,6,189,0,-0.05,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,8,8,5,6,4,5,7,2,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,0,6,7,7,5,5,3,5,1,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"11500",FALSE,,,,,,,,,,,
176,3,0,5,1,8,10,7,7,2,7,190,0,-0.34,0,25,2,15.56,20,20,20,13.33,11.11,1,9,,8,7,9,3,7,5,,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,0,8,7,6,8,6,2,7,2,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,,FALSE,,,,,,,,,,,
176,3,0,5,1,8,10,7,7,8,8,191,1,0.32,0,28,2,20.45,20.45,20.45,18.18,18.18,2.27,1,7,8,7,7,8,7,6,7,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,1,8,6,7,8,7,6,5,5,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"06878",TRUE,250001,,0.4653,0.0292,8387,666,-126546,126546,-0.705588200655628,-0.0116,0.0116
176,3,0,5,1,8,10,7,7,9,9,192,0,-0.47,0,24,2,19.57,19.57,15.22,17.39,15.22,13.04,0,7,8,9,3,9,3,5,2,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,1,8,7,9,6,7,7,7,4,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"90210",TRUE,154740,22287,0.6142,0.0226,19627,1220,-31285,31285,-0.22586957192269,-0.1605,0.1605
176,3,0,5,1,8,10,7,7,3,10,193,0,0.4,1,25,4,20.93,16.28,23.26,16.28,11.63,11.63,0,6,9,9,3,9,6,5,7,2,28,"MBA",8,"","","",4,10,1,"California","92,602","",2,6,3,"Finance",7,7,6,5,10,10,9,7,4,4,5,5,8,8,8,8,6,3,7,,13.04,21.74,19.57,17.39,15.22,13.04,8,9,8,8,7,6,18.75,18.75,16.67,18.75,12.5,14.58,6,9,7,8,6,,,,,,1,7,8,8,6,7,6,7,5,2,4,16.28,20.93,18.6,16.28,11.63,16.28,7,8,8,5,5,3,3,1,,,,,,,15.91,20.45,18.18,15.91,13.64,15.91,8,8,7,7,7,7,19.57,17.39,15.22,17.39,13.04,17.39,7,8,8,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92602",,TRUE,123455,23815,0.4537,0.0392,27425,2487,"11419",TRUE,84245,4981,0.4072,0.0221,50107,2236,39210,39210,0.382147496908269,0.0465,0.0465
177,4,0,7,1,8,10,4,4,2,1,184,0,0.07,1,34,2,16.67,16.67,16.67,16.67,16.67,16.67,0,8,10,10,10,10,10,9,8,2,22,"international affairs/international finance",13,"","","",2,8,3,"San Diego, CA","92,120","47,997.00",2,5,2,"management consulting",7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,,15.09,16.98,16.98,16.98,18.87,15.09,10,7,5,6,6,6,25,15,15,17.5,12.5,15,9,9,8,9,9,,,,,,1,5,7,7,5,6,5,6,5,2,2,16,16,18,18,20,12,9,7.5,9,8,9,6,3,1,,,,,,,16.98,16.98,16.98,15.09,18.87,15.09,7,8,6,7,6,7,24.32,18.92,13.51,16.22,10.81,16.22,9,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92120",47997,TRUE,103596,7889,0.443,0.0291,29172,1581,"68005",TRUE,56924,3364,0.4318,0.0229,22266,1029,46672,46672,0.598781674219971,0.0112,0.0112
177,4,0,7,1,8,10,4,4,8,2,185,0,0.31,0,25,4,16.98,15.09,16.98,16.98,18.87,15.09,0,2,9,9,8,9,5,6,10,2,22,"international affairs/international finance",13,"","","",2,8,3,"San Diego, CA","92,120","47,997.00",2,5,2,"management consulting",7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,,15.09,16.98,16.98,16.98,18.87,15.09,10,7,5,6,6,6,25,15,15,17.5,12.5,15,9,9,8,9,9,,,,,,0,2,3,3,3,5,2,2,2,2,2,16,16,18,18,20,12,9,7.5,9,8,9,6,3,1,,,,,,,16.98,16.98,16.98,15.09,18.87,15.09,7,8,6,7,6,7,24.32,18.92,13.51,16.22,10.81,16.22,9,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92120",47997,TRUE,103596,7889,0.443,0.0291,29172,1581,"08854",TRUE,112980,5892,0.3799,0.0156,60467,91,-9384,9384,-0.0867120928557306,0.0631,0.0631
177,4,0,7,1,8,10,4,4,1,3,186,0,-0.06,0,24,4,19.44,19.44,22.22,16.67,11.11,11.11,0,5,5,7,8,5,2,4,2,2,22,"international affairs/international finance",13,"","","",2,8,3,"San Diego, CA","92,120","47,997.00",2,5,2,"management consulting",7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,,15.09,16.98,16.98,16.98,18.87,15.09,10,7,5,6,6,6,25,15,15,17.5,12.5,15,9,9,8,9,9,,,,,,0,2,6,7,2,4,2,3,5,2,2,16,16,18,18,20,12,9,7.5,9,8,9,6,3,1,,,,,,,16.98,16.98,16.98,15.09,18.87,15.09,7,8,6,7,6,7,24.32,18.92,13.51,16.22,10.81,16.22,9,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92120",47997,TRUE,103596,7889,0.443,0.0291,29172,1581,"66610",TRUE,106691,8539,0.4267,0.0405,10886,806,-3095,3095,-0.0294380870677262,0.0163,0.0163
177,4,0,7,1,8,10,4,4,4,4,187,0,0.14,1,26,2,16.98,16.98,18.87,16.98,13.21,16.98,0,4,,,,,,5,9,2,22,"international affairs/international finance",13,"","","",2,8,3,"San Diego, CA","92,120","47,997.00",2,5,2,"management consulting",7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,,15.09,16.98,16.98,16.98,18.87,15.09,10,7,5,6,6,6,25,15,15,17.5,12.5,15,9,9,8,9,9,,,,,,0,4,6,7,5,,4,4,5,1,2,16,16,18,18,20,12,9,7.5,9,8,9,6,3,1,,,,,,,16.98,16.98,16.98,15.09,18.87,15.09,7,8,6,7,6,7,24.32,18.92,13.51,16.22,10.81,16.22,9,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92120",47997,TRUE,103596,7889,0.443,0.0291,29172,1581,,FALSE,,,,,,,,,,,
177,4,0,7,1,8,10,4,4,3,5,188,0,-0.13,1,21,2,15.56,11.11,22.22,15.56,20,15.56,0,3,4,5,5,5,5,2,1,2,22,"international affairs/international finance",13,"","","",2,8,3,"San Diego, CA","92,120","47,997.00",2,5,2,"management consulting",7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,,15.09,16.98,16.98,16.98,18.87,15.09,10,7,5,6,6,6,25,15,15,17.5,12.5,15,9,9,8,9,9,,,,,,0,1,6,6,3,4,2,3,5,2,2,16,16,18,18,20,12,9,7.5,9,8,9,6,3,1,,,,,,,16.98,16.98,16.98,15.09,18.87,15.09,7,8,6,7,6,7,24.32,18.92,13.51,16.22,10.81,16.22,9,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92120",47997,TRUE,103596,7889,0.443,0.0291,29172,1581,"30092",TRUE,66062,2145,0.4968,0.0234,36526,1028,37534,37534,0.44990502402992,-0.0538,0.0538
177,4,0,7,1,8,10,4,4,7,6,189,0,0.05,0,27,6,16.98,16.98,16.98,16.98,16.98,15.09,0,5,6,6,5,9,5,5,7,2,22,"international affairs/international finance",13,"","","",2,8,3,"San Diego, CA","92,120","47,997.00",2,5,2,"management consulting",7,5,9,6,8,6,4,2,3,7,9,7,6,7,3,4,5,1,6,,15.09,16.98,16.98,16.98,18.87,15.09,10,7,5,6,6,6,25,15,15,17.5,12.5,15,9,9,8,9,9,,,,,,0,4,6,6,3,5,4,5,4,2,2,16,16,18,18,20,12,9,7.5,9,8,9,6,3,1,,,,,,,16.98,16.98,16.98,15.09,18.87,15.09,7,8,6,7,6,7,24.32,18.92,13.51,16.22,10.81,16.22,9,8,9,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92120",47997,TRUE,103596,7889,0.443,0.0291,29172,1581,"11500",FALSE,,,,,,,,,,,
